date,district,disease,cases,hospitalizations,tests_conducted,positive_rate,temperature,humidity,rainfall_mm,population,population_density
2025-12-09,Gurdaspur,COVID-19,27,5,75,36.0,32.3,62.3,0.0,2299000,865.5
2025-12-10,Gurdaspur,COVID-19,32,4,119,26.89,30.4,64.0,0.0,2299000,971.6
2025-12-11,Gurdaspur,COVID-19,27,3,111,24.32,30.4,65.7,1.5,2299000,1201.3
2025-12-12,Gurdaspur,COVID-19,29,5,93,31.18,32.2,67.1,0.5,2299000,1859.0
2025-12-13,Gurdaspur,COVID-19,29,5,114,25.44,32.4,59.9,1.5,2299000,772.3
2025-12-14,Gurdaspur,COVID-19,29,2,144,20.14,27.3,62.1,0.0,2299000,1150.6
2025-12-15,Gurdaspur,COVID-19,21,2,71,29.58,30.4,63.5,0.0,2299000,1999.3
2025-12-16,Gurdaspur,COVID-19,33,7,129,25.58,27.3,63.2,0.0,2299000,817.2
2025-12-17,Gurdaspur,COVID-19,28,3,137,20.44,33.0,63.4,2.1,2299000,1903.9
2025-12-18,Gurdaspur,COVID-19,29,5,65,44.62,32.3,64.6,0.0,2299000,2725.3
2025-12-19,Gurdaspur,COVID-19,22,3,60,36.67,31.6,59.9,0.0,2299000,784.9
2025-12-20,Gurdaspur,COVID-19,25,3,96,26.04,32.4,55.8,0.8,2299000,872.6
2025-12-21,Gurdaspur,COVID-19,21,3,43,48.84,33.4,61.3,0.0,2299000,2173.6
2025-12-22,Gurdaspur,COVID-19,32,7,86,37.21,34.1,59.2,3.1,2299000,1323.8
2025-12-23,Gurdaspur,COVID-19,26,2,56,46.43,30.8,63.9,0.0,2299000,818.5
2025-12-24,Gurdaspur,COVID-19,31,5,131,23.66,32.1,69.0,0.0,2299000,807.5
2025-12-25,Gurdaspur,COVID-19,28,6,120,23.33,33.2,79.7,0.0,2299000,1035.2
2025-12-26,Gurdaspur,COVID-19,24,4,83,28.92,36.0,57.2,0.0,2299000,1451.3
2025-12-27,Gurdaspur,COVID-19,23,3,58,39.66,28.5,73.8,5.7,2299000,1558.6
2025-12-28,Gurdaspur,COVID-19,26,5,114,22.81,36.3,68.7,2.8,2299000,1210.0
2025-12-29,Gurdaspur,COVID-19,24,2,71,33.8,32.5,60.1,2.6,2299000,2822.7
2025-12-30,Gurdaspur,COVID-19,30,3,136,22.06,32.1,73.6,0.0,2299000,1089.6
2025-12-31,Gurdaspur,COVID-19,30,7,105,28.57,31.6,69.7,0.0,2299000,2070.1
2026-01-01,Gurdaspur,COVID-19,24,4,96,25.0,32.8,63.8,0.0,2299000,1125.5
2026-01-02,Gurdaspur,COVID-19,28,4,107,26.17,32.9,61.8,0.0,2299000,2244.0
2026-01-03,Gurdaspur,COVID-19,31,4,130,23.85,32.3,71.7,3.7,2299000,848.0
2026-01-04,Gurdaspur,COVID-19,29,6,131,22.14,35.3,68.9,0.2,2299000,2838.6
2026-01-05,Gurdaspur,COVID-19,30,4,91,32.97,31.4,77.6,0.0,2299000,965.7
2026-01-06,Gurdaspur,COVID-19,29,3,78,37.18,32.9,69.7,1.3,2299000,1557.3
2026-01-07,Gurdaspur,COVID-19,21,4,82,25.61,32.4,68.1,1.2,2299000,1985.5
2026-01-08,Gurdaspur,COVID-19,35,8,134,26.12,30.5,76.5,0.0,2299000,1318.4
2026-01-09,Gurdaspur,COVID-19,30,5,149,20.13,31.1,70.5,0.6,2299000,2032.7
2026-01-10,Gurdaspur,COVID-19,24,5,92,26.09,36.7,76.2,0.0,2299000,912.5
2026-01-11,Gurdaspur,COVID-19,28,4,95,29.47,35.4,78.5,0.7,2299000,860.0
2026-01-12,Gurdaspur,COVID-19,25,5,110,22.73,32.5,65.9,1.1,2299000,1151.8
2026-01-13,Gurdaspur,COVID-19,29,5,138,21.01,35.6,61.2,5.4,2299000,995.8
2026-01-14,Gurdaspur,COVID-19,29,7,77,37.66,33.3,68.6,1.4,2299000,925.5
2026-01-15,Gurdaspur,COVID-19,35,7,160,21.88,30.3,67.9,4.5,2299000,1123.9
2026-01-16,Gurdaspur,COVID-19,28,6,67,41.79,37.4,76.3,0.0,2299000,993.2
2026-01-17,Gurdaspur,COVID-19,35,6,116,30.17,34.2,71.8,4.6,2299000,1690.1
2026-01-18,Gurdaspur,COVID-19,26,3,107,24.3,32.0,75.1,0.0,2299000,1298.2
2026-01-19,Gurdaspur,COVID-19,26,5,99,26.26,34.4,74.7,6.9,2299000,949.5
2026-01-20,Gurdaspur,COVID-19,34,7,151,22.52,33.0,70.4,7.2,2299000,772.5
2026-01-21,Gurdaspur,COVID-19,30,4,91,32.97,34.8,75.6,6.0,2299000,924.2
2026-01-22,Gurdaspur,COVID-19,34,8,111,30.63,33.1,66.7,0.0,2299000,2255.5
2026-01-23,Gurdaspur,COVID-19,33,4,118,27.97,34.6,78.2,2.0,2299000,1312.0
2026-01-24,Gurdaspur,COVID-19,25,4,71,35.21,30.3,68.2,0.3,2299000,1933.4
2026-01-25,Gurdaspur,COVID-19,29,6,87,33.33,33.6,72.0,0.0,2299000,802.0
2026-01-26,Gurdaspur,COVID-19,36,5,165,21.82,34.4,72.9,4.2,2299000,2402.3
2026-01-27,Gurdaspur,COVID-19,26,2,55,47.27,32.0,75.4,6.1,2299000,1332.1
2026-01-28,Gurdaspur,COVID-19,42,6,178,23.6,36.7,70.5,1.8,2299000,1451.5
2026-01-29,Gurdaspur,COVID-19,31,4,67,46.27,36.3,80.4,4.8,2299000,1412.5
2026-01-30,Gurdaspur,COVID-19,29,4,92,31.52,36.2,78.5,0.0,2299000,806.4
2026-01-31,Gurdaspur,COVID-19,27,5,107,25.23,33.8,73.6,0.9,2299000,1424.5
2026-02-01,Gurdaspur,COVID-19,30,3,83,36.14,33.4,69.1,7.2,2299000,768.1
2026-02-02,Gurdaspur,COVID-19,37,5,177,20.9,34.5,82.8,3.4,2299000,1585.0
2026-02-03,Gurdaspur,COVID-19,31,6,65,47.69,36.5,74.8,3.7,2299000,1933.6
2026-02-04,Gurdaspur,COVID-19,33,6,79,41.77,36.3,74.8,3.7,2299000,2111.8
2026-02-05,Gurdaspur,COVID-19,41,8,131,31.3,35.6,75.2,3.0,2299000,1097.3
2026-02-06,Gurdaspur,COVID-19,39,9,94,41.49,35.3,69.3,1.0,2299000,1603.9
2026-02-07,Gurdaspur,COVID-19,22,4,62,35.48,35.1,80.2,5.6,2299000,1289.5
2026-02-08,Gurdaspur,COVID-19,30,7,140,21.43,35.8,72.7,2.6,2299000,895.1
2026-02-09,Gurdaspur,COVID-19,32,3,67,47.76,35.1,71.9,1.1,2299000,1521.7
2026-02-10,Gurdaspur,COVID-19,29,4,91,31.87,35.0,83.1,0.0,2299000,836.0
2026-02-11,Gurdaspur,COVID-19,34,6,153,22.22,35.9,78.1,4.2,2299000,839.1
2026-02-12,Gurdaspur,COVID-19,34,6,147,23.13,34.3,73.5,1.1,2299000,1778.5
2026-02-13,Gurdaspur,COVID-19,23,3,106,21.7,36.5,77.4,6.6,2299000,1326.5
2026-02-14,Gurdaspur,COVID-19,25,3,102,24.51,32.8,76.1,7.0,2299000,2792.0
2026-02-15,Gurdaspur,COVID-19,28,3,63,44.44,33.8,67.5,4.0,2299000,1428.4
2026-02-16,Gurdaspur,COVID-19,26,3,73,35.62,34.5,86.3,0.4,2299000,2414.9
2026-02-17,Gurdaspur,COVID-19,30,7,112,26.79,34.2,77.7,5.0,2299000,826.3
2026-02-18,Gurdaspur,COVID-19,47,7,187,25.13,34.7,90.9,5.1,2299000,1383.1
2026-02-19,Gurdaspur,COVID-19,25,2,99,25.25,36.2,73.9,0.0,2299000,1782.5
2026-02-20,Gurdaspur,COVID-19,35,7,145,24.14,37.0,83.0,3.8,2299000,1458.2
2026-02-21,Gurdaspur,COVID-19,54,10,238,22.69,34.2,77.2,3.9,2299000,1013.9
2026-02-22,Gurdaspur,COVID-19,49,5,171,28.65,35.2,81.7,1.8,2299000,1384.9
2026-02-23,Gurdaspur,COVID-19,68,7,290,23.45,34.7,90.2,0.7,2299000,801.3
2026-02-24,Gurdaspur,COVID-19,63,14,240,26.25,34.7,82.7,1.4,2299000,1029.6
2026-02-25,Gurdaspur,COVID-19,70,10,208,33.65,34.2,85.1,7.6,2299000,1403.2
2026-02-26,Gurdaspur,COVID-19,83,13,321,25.86,35.3,82.1,1.5,2299000,1004.9
2026-02-27,Gurdaspur,COVID-19,111,16,453,24.5,33.2,75.9,3.3,2299000,1256.7
2026-02-28,Gurdaspur,COVID-19,100,16,355,28.17,33.3,72.3,2.6,2299000,945.5
2026-03-01,Gurdaspur,COVID-19,110,21,416,26.44,36.1,68.8,1.7,2299000,1147.7
2026-03-02,Gurdaspur,COVID-19,150,18,492,30.49,33.4,74.8,6.4,2299000,1296.0
2026-03-03,Gurdaspur,COVID-19,138,21,504,27.38,28.0,83.3,8.2,2299000,1076.9
2026-03-04,Gurdaspur,COVID-19,119,23,241,49.38,34.4,82.3,4.8,2299000,2380.7
2026-03-05,Gurdaspur,COVID-19,153,30,499,30.66,32.8,76.9,5.4,2299000,2646.8
2026-03-06,Gurdaspur,COVID-19,132,22,381,34.65,34.4,81.1,10.8,2299000,1156.1
2026-03-07,Gurdaspur,COVID-19,134,22,331,40.48,32.2,82.3,8.8,2299000,847.3
2026-03-08,Gurdaspur,COVID-19,136,23,405,33.58,36.0,87.2,0.6,2299000,872.9
2026-03-09,Gurdaspur,COVID-19,147,32,565,26.02,36.9,83.3,3.7,2299000,1769.9
2026-03-10,Gurdaspur,COVID-19,110,17,426,25.82,35.3,77.3,4.6,2299000,1233.6
2026-03-11,Gurdaspur,COVID-19,86,11,268,32.09,34.1,81.5,8.6,2299000,2357.6
2026-03-12,Gurdaspur,COVID-19,53,8,216,24.54,36.4,82.1,8.3,2299000,1713.4
2026-03-13,Gurdaspur,COVID-19,75,17,197,38.07,33.6,80.7,6.2,2299000,846.8
2026-03-14,Gurdaspur,COVID-19,62,14,231,26.84,33.7,82.1,0.3,2299000,1072.6
2026-03-15,Gurdaspur,COVID-19,39,6,137,28.47,35.2,81.4,4.4,2299000,2186.3
2026-03-16,Gurdaspur,COVID-19,46,8,102,45.1,31.7,84.7,2.6,2299000,1239.6
2026-03-17,Gurdaspur,COVID-19,28,6,81,34.57,36.5,71.9,1.8,2299000,2424.0
2026-03-18,Gurdaspur,COVID-19,21,3,45,46.67,35.0,79.8,3.5,2299000,848.2
2026-03-19,Gurdaspur,COVID-19,30,7,97,30.93,32.1,80.8,4.6,2299000,2235.6
2026-03-20,Gurdaspur,COVID-19,20,2,97,20.62,30.8,70.6,6.0,2299000,1236.6
2026-03-21,Gurdaspur,COVID-19,37,5,85,43.53,32.0,74.5,4.4,2299000,1269.4
2026-03-22,Gurdaspur,COVID-19,26,5,70,37.14,31.9,75.6,5.8,2299000,2383.9
2026-03-23,Gurdaspur,COVID-19,35,5,165,21.21,33.8,69.6,3.3,2299000,1284.9
2026-03-24,Gurdaspur,COVID-19,25,3,78,32.05,27.9,73.0,8.9,2299000,1617.8
2026-03-25,Gurdaspur,COVID-19,28,5,122,22.95,33.1,79.7,6.0,2299000,1500.1
2026-03-26,Gurdaspur,COVID-19,37,8,151,24.5,32.7,72.0,3.3,2299000,1006.2
2026-03-27,Gurdaspur,COVID-19,26,3,74,35.14,32.1,70.8,1.8,2299000,992.8
2026-03-28,Gurdaspur,COVID-19,34,8,114,29.82,32.2,80.3,5.7,2299000,774.0
2026-03-29,Gurdaspur,COVID-19,25,6,62,40.32,30.9,82.0,7.7,2299000,1269.7
2026-03-30,Gurdaspur,COVID-19,28,6,135,20.74,32.5,79.3,7.1,2299000,939.4
2026-03-31,Gurdaspur,COVID-19,34,4,114,29.82,31.8,73.7,5.6,2299000,1043.0
2026-04-01,Gurdaspur,COVID-19,26,4,127,20.47,30.2,68.7,4.7,2299000,804.6
2026-04-02,Gurdaspur,COVID-19,27,3,122,22.13,33.1,87.4,3.7,2299000,1032.7
2026-04-03,Gurdaspur,COVID-19,26,5,118,22.03,31.7,80.2,4.4,2299000,896.9
2026-04-04,Gurdaspur,COVID-19,21,2,56,37.5,32.2,77.4,2.2,2299000,2806.5
2026-04-05,Gurdaspur,COVID-19,25,3,109,22.94,28.4,72.4,4.4,2299000,2010.1
2026-04-06,Gurdaspur,COVID-19,27,5,106,25.47,29.2,79.7,10.2,2299000,1833.3
2026-04-07,Gurdaspur,COVID-19,27,2,80,33.75,33.5,73.5,9.4,2299000,2541.8
2026-04-08,Gurdaspur,COVID-19,18,2,39,46.15,33.9,72.4,11.2,2299000,1682.7
2026-04-09,Gurdaspur,COVID-19,24,2,51,47.06,28.4,68.6,5.8,2299000,889.0
2026-04-10,Gurdaspur,COVID-19,28,4,59,47.46,25.7,86.1,3.3,2299000,821.8
2026-04-11,Gurdaspur,COVID-19,16,2,36,44.44,31.4,86.2,6.1,2299000,1019.9
2026-04-12,Gurdaspur,COVID-19,16,1,79,20.25,29.3,77.7,2.4,2299000,992.3
2026-04-13,Gurdaspur,COVID-19,22,2,56,39.29,29.8,76.4,2.3,2299000,1892.7
2026-04-14,Gurdaspur,COVID-19,25,3,67,37.31,26.2,80.5,5.9,2299000,912.1
2026-04-15,Gurdaspur,COVID-19,32,5,78,41.03,32.2,66.2,9.6,2299000,2407.4
2026-04-16,Gurdaspur,COVID-19,19,4,69,27.54,28.4,79.7,4.1,2299000,1454.2
2026-04-17,Gurdaspur,COVID-19,29,6,68,42.65,29.2,69.8,9.6,2299000,1053.9
2026-04-18,Gurdaspur,COVID-19,19,2,67,28.36,27.6,82.1,4.4,2299000,1554.8
2026-04-19,Gurdaspur,COVID-19,26,6,98,26.53,30.1,74.5,1.1,2299000,940.3
2026-04-20,Gurdaspur,COVID-19,19,4,72,26.39,27.3,70.5,6.2,2299000,1115.9
2026-04-21,Gurdaspur,COVID-19,24,5,78,30.77,26.6,80.6,6.9,2299000,2580.9
2026-04-22,Gurdaspur,COVID-19,24,4,100,24.0,28.6,73.2,5.8,2299000,1684.9
2026-04-23,Gurdaspur,COVID-19,30,5,130,23.08,29.3,81.7,3.8,2299000,1214.7
2026-04-24,Gurdaspur,COVID-19,28,3,106,26.42,29.7,77.2,2.7,2299000,1306.8
2026-04-25,Gurdaspur,COVID-19,23,5,54,42.59,26.7,77.3,1.9,2299000,776.1
2026-04-26,Gurdaspur,COVID-19,22,3,108,20.37,26.3,74.9,3.4,2299000,1069.6
2026-04-27,Gurdaspur,COVID-19,28,5,120,23.33,27.2,69.4,4.2,2299000,1904.6
2026-04-28,Gurdaspur,COVID-19,26,3,96,27.08,26.6,78.8,0.6,2299000,1416.4
2026-04-29,Gurdaspur,COVID-19,22,4,59,37.29,26.6,65.0,3.0,2299000,986.8
2026-04-30,Gurdaspur,COVID-19,18,2,41,43.9,25.1,69.2,4.0,2299000,932.7
2026-05-01,Gurdaspur,COVID-19,24,5,84,28.57,26.3,70.9,7.3,2299000,1239.0
2026-05-02,Gurdaspur,COVID-19,29,5,63,46.03,22.4,76.5,7.8,2299000,2130.6
2026-05-03,Gurdaspur,COVID-19,22,2,59,37.29,27.3,71.6,0.0,2299000,771.8
2026-05-04,Gurdaspur,COVID-19,22,3,70,31.43,25.3,71.6,4.4,2299000,880.2
2026-05-05,Gurdaspur,COVID-19,18,2,47,38.3,24.5,72.8,8.1,2299000,1053.8
2026-05-06,Gurdaspur,COVID-19,25,6,82,30.49,26.3,71.3,7.6,2299000,2508.8
2025-11-08,Gurdaspur,Chikungunya,19,2,90,21.11,22.4,49.1,0.0,2299000,1417.7
2025-11-09,Gurdaspur,Chikungunya,14,2,46,30.43,23.6,44.5,0.0,2299000,1290.1
2025-11-10,Gurdaspur,Chikungunya,18,2,77,23.38,23.7,43.3,2.9,2299000,1000.8
2025-11-11,Gurdaspur,Chikungunya,25,4,101,24.75,24.8,41.8,0.0,2299000,1274.9
2025-11-12,Gurdaspur,Chikungunya,11,2,22,50.0,26.5,59.5,0.0,2299000,850.3
2025-11-13,Gurdaspur,Chikungunya,17,1,62,27.42,26.1,49.2,0.0,2299000,857.4
2025-11-14,Gurdaspur,Chikungunya,20,2,44,45.45,24.3,51.9,0.0,2299000,1324.3
2025-11-15,Gurdaspur,Chikungunya,21,2,74,28.38,25.0,49.3,0.0,2299000,1596.6
2025-11-16,Gurdaspur,Chikungunya,23,4,111,20.72,26.8,49.9,0.0,2299000,791.6
2025-11-17,Gurdaspur,Chikungunya,21,3,99,21.21,24.7,53.3,0.0,2299000,1257.4
2025-11-18,Gurdaspur,Chikungunya,19,3,80,23.75,24.3,54.1,0.0,2299000,1699.1
2025-11-19,Gurdaspur,Chikungunya,21,3,44,47.73,22.8,55.1,0.0,2299000,868.2
2025-11-20,Gurdaspur,Chikungunya,23,3,91,25.27,28.2,54.7,0.0,2299000,1416.3
2025-11-21,Gurdaspur,Chikungunya,22,3,96,22.92,24.8,55.2,0.0,2299000,2293.8
2025-11-22,Gurdaspur,Chikungunya,17,3,38,44.74,26.9,46.5,1.0,2299000,2109.7
2025-11-23,Gurdaspur,Chikungunya,23,4,80,28.75,29.5,56.8,0.0,2299000,1353.9
2025-11-24,Gurdaspur,Chikungunya,23,5,89,25.84,30.7,49.0,0.0,2299000,1161.8
2025-11-25,Gurdaspur,Chikungunya,24,3,106,22.64,26.6,57.9,0.0,2299000,1497.9
2025-11-26,Gurdaspur,Chikungunya,23,4,57,40.35,27.0,60.7,0.0,2299000,827.4
2025-11-27,Gurdaspur,Chikungunya,27,6,129,20.93,27.2,45.0,0.0,2299000,1165.4
2025-11-28,Gurdaspur,Chikungunya,16,3,45,35.56,28.2,48.7,0.0,2299000,868.9
2025-11-29,Gurdaspur,Chikungunya,29,4,124,23.39,33.7,62.4,0.0,2299000,1659.0
2025-11-30,Gurdaspur,Chikungunya,31,4,119,26.05,29.3,60.5,0.0,2299000,960.0
2025-12-01,Gurdaspur,Chikungunya,25,4,108,23.15,29.7,63.0,0.0,2299000,1365.3
2025-12-02,Gurdaspur,Chikungunya,19,3,46,41.3,33.0,58.2,0.0,2299000,1649.5
2025-12-03,Gurdaspur,Chikungunya,26,4,117,22.22,32.2,61.9,1.3,2299000,877.9
2025-12-04,Gurdaspur,Chikungunya,21,4,93,22.58,30.0,65.4,0.0,2299000,845.2
2025-12-05,Gurdaspur,Chikungunya,24,5,69,34.78,30.9,58.3,0.0,2299000,1789.1
2025-12-06,Gurdaspur,Chikungunya,25,5,122,20.49,29.5,67.3,0.0,2299000,2706.6
2025-12-07,Gurdaspur,Chikungunya,22,4,83,26.51,29.2,55.8,0.0,2299000,2644.0
2025-12-08,Gurdaspur,Chikungunya,20,3,46,43.48,30.6,66.2,0.0,2299000,2306.1
2025-12-09,Gurdaspur,Chikungunya,25,4,78,32.05,26.2,67.3,0.0,2299000,835.2
2025-12-10,Gurdaspur,Chikungunya,17,2,75,22.67,31.7,58.7,1.7,2299000,865.6
2025-12-11,Gurdaspur,Chikungunya,19,4,74,25.68,31.4,66.7,0.7,2299000,791.6
2025-12-12,Gurdaspur,Chikungunya,26,5,89,29.21,32.2,59.0,0.3,2299000,995.0
2025-12-13,Gurdaspur,Chikungunya,23,5,63,36.51,30.4,65.2,0.0,2299000,988.6
2025-12-14,Gurdaspur,Chikungunya,23,4,77,29.87,27.2,64.1,0.0,2299000,1600.2
2025-12-15,Gurdaspur,Chikungunya,20,4,93,21.51,35.3,74.8,0.0,2299000,2330.5
2025-12-16,Gurdaspur,Chikungunya,21,2,51,41.18,31.6,55.8,0.0,2299000,1193.2
2025-12-17,Gurdaspur,Chikungunya,28,2,114,24.56,31.1,65.4,0.0,2299000,2597.0
2025-12-18,Gurdaspur,Chikungunya,26,6,93,27.96,29.1,64.2,0.5,2299000,1165.9
2025-12-19,Gurdaspur,Chikungunya,27,5,115,23.48,31.3,66.6,0.2,2299000,1805.7
2025-12-20,Gurdaspur,Chikungunya,26,5,120,21.67,30.4,66.2,0.0,2299000,993.7
2025-12-21,Gurdaspur,Chikungunya,21,4,52,40.38,32.2,73.7,0.0,2299000,903.1
2025-12-22,Gurdaspur,Chikungunya,26,4,85,30.59,32.2,60.6,0.0,2299000,1076.3
2025-12-23,Gurdaspur,Chikungunya,23,2,54,42.59,28.9,62.8,0.5,2299000,2268.2
2025-12-24,Gurdaspur,Chikungunya,24,2,86,27.91,31.3,63.2,0.0,2299000,965.5
2025-12-25,Gurdaspur,Chikungunya,22,5,85,25.88,34.0,76.1,5.0,2299000,2461.7
2025-12-26,Gurdaspur,Chikungunya,19,3,40,47.5,34.1,79.1,5.6,2299000,1238.4
2025-12-27,Gurdaspur,Chikungunya,17,3,70,24.29,32.7,73.1,0.7,2299000,1014.9
2025-12-28,Gurdaspur,Chikungunya,30,3,114,26.32,33.5,64.8,0.0,2299000,1449.6
2025-12-29,Gurdaspur,Chikungunya,24,4,54,44.44,31.0,72.7,1.1,2299000,992.4
2025-12-30,Gurdaspur,Chikungunya,27,6,77,35.06,31.2,71.3,0.0,2299000,1074.2
2025-12-31,Gurdaspur,Chikungunya,24,5,51,47.06,33.4,67.8,0.0,2299000,836.9
2026-01-01,Gurdaspur,Chikungunya,30,6,113,26.55,33.4,63.3,0.0,2299000,1377.2
2026-01-02,Gurdaspur,Chikungunya,31,4,150,20.67,31.7,66.7,0.0,2299000,1642.0
2026-01-03,Gurdaspur,Chikungunya,22,3,68,32.35,32.6,70.7,4.8,2299000,1087.1
2026-01-04,Gurdaspur,Chikungunya,23,2,84,27.38,33.2,69.5,0.0,2299000,2130.9
2026-01-05,Gurdaspur,Chikungunya,27,3,121,22.31,30.7,69.5,0.0,2299000,1364.8
2026-01-06,Gurdaspur,Chikungunya,26,4,83,31.33,32.4,74.3,0.0,2299000,1214.5
2026-01-07,Gurdaspur,Chikungunya,30,6,102,29.41,31.9,78.6,3.4,2299000,2844.1
2026-01-08,Gurdaspur,Chikungunya,34,6,133,25.56,34.3,71.2,1.1,2299000,767.2
2026-01-09,Gurdaspur,Chikungunya,28,5,110,25.45,33.6,73.0,4.4,2299000,1250.7
2026-01-10,Gurdaspur,Chikungunya,20,3,63,31.75,37.1,73.4,0.0,2299000,1734.4
2026-01-11,Gurdaspur,Chikungunya,26,4,110,23.64,30.4,66.8,0.0,2299000,950.2
2026-01-12,Gurdaspur,Chikungunya,24,3,100,24.0,33.6,79.0,3.7,2299000,834.9
2026-01-13,Gurdaspur,Chikungunya,26,5,71,36.62,32.3,68.4,0.0,2299000,1542.2
2026-01-14,Gurdaspur,Chikungunya,27,6,79,34.18,33.8,73.2,0.0,2299000,1713.5
2026-01-15,Gurdaspur,Chikungunya,22,4,98,22.45,29.7,70.2,0.0,2299000,882.3
2026-01-16,Gurdaspur,Chikungunya,25,5,111,22.52,31.8,71.1,1.2,2299000,833.4
2026-01-17,Gurdaspur,Chikungunya,27,3,69,39.13,36.4,72.5,0.0,2299000,907.8
2026-01-18,Gurdaspur,Chikungunya,21,5,95,22.11,34.0,75.7,2.3,2299000,1437.4
2026-01-19,Gurdaspur,Chikungunya,27,4,107,25.23,36.3,70.4,0.0,2299000,2022.1
2026-01-20,Gurdaspur,Chikungunya,20,4,84,23.81,36.7,78.6,0.0,2299000,907.6
2026-01-21,Gurdaspur,Chikungunya,28,2,65,43.08,31.6,74.2,5.4,2299000,1247.1
2026-01-22,Gurdaspur,Chikungunya,24,5,92,26.09,35.3,73.8,0.5,2299000,1129.4
2026-01-23,Gurdaspur,Chikungunya,30,3,65,46.15,34.2,71.1,0.0,2299000,1684.9
2026-01-24,Gurdaspur,Chikungunya,22,3,93,23.66,34.0,69.7,0.0,2299000,1768.1
2026-01-25,Gurdaspur,Chikungunya,28,4,109,25.69,37.4,74.2,1.6,2299000,1229.5
2026-01-26,Gurdaspur,Chikungunya,27,3,130,20.77,34.5,68.7,1.7,2299000,1389.2
2026-01-27,Gurdaspur,Chikungunya,29,4,86,33.72,37.9,67.8,0.0,2299000,948.8
2026-01-28,Gurdaspur,Chikungunya,23,3,114,20.18,35.5,72.8,0.3,2299000,1096.0
2026-01-29,Gurdaspur,Chikungunya,29,5,136,21.32,35.5,83.0,5.7,2299000,1083.6
2026-01-30,Gurdaspur,Chikungunya,20,4,65,30.77,34.1,77.9,0.8,2299000,1054.4
2026-01-31,Gurdaspur,Chikungunya,21,3,67,31.34,37.4,73.9,3.2,2299000,977.8
2026-02-01,Gurdaspur,Chikungunya,24,3,105,22.86,37.2,73.3,0.0,2299000,979.2
2026-02-02,Gurdaspur,Chikungunya,22,2,48,45.83,36.2,75.7,0.0,2299000,1464.5
2026-02-03,Gurdaspur,Chikungunya,31,5,85,36.47,34.8,72.2,2.0,2299000,1972.0
2026-02-04,Gurdaspur,Chikungunya,29,4,107,27.1,35.7,69.5,0.0,2299000,929.6
2026-02-05,Gurdaspur,Chikungunya,34,7,89,38.2,32.7,72.4,2.7,2299000,921.0
2026-02-06,Gurdaspur,Chikungunya,26,5,91,28.57,35.6,71.3,0.8,2299000,1230.0
2026-02-07,Gurdaspur,Chikungunya,28,5,104,26.92,31.5,83.7,0.1,2299000,1229.3
2026-02-08,Gurdaspur,Chikungunya,24,5,113,21.24,34.2,74.3,0.0,2299000,1148.6
2026-02-09,Gurdaspur,Chikungunya,27,2,67,40.3,40.0,76.6,2.5,2299000,820.5
2026-02-10,Gurdaspur,Chikungunya,26,4,56,46.43,34.4,85.5,8.7,2299000,948.0
2026-02-11,Gurdaspur,Chikungunya,27,6,109,24.77,34.9,74.5,2.5,2299000,784.2
2026-02-12,Gurdaspur,Chikungunya,29,5,95,30.53,32.6,81.9,3.5,2299000,1612.1
2026-02-13,Gurdaspur,Chikungunya,27,2,76,35.53,30.5,80.8,6.7,2299000,2517.1
2026-02-14,Gurdaspur,Chikungunya,29,5,137,21.17,31.6,82.7,3.4,2299000,1779.6
2026-02-15,Gurdaspur,Chikungunya,28,6,96,29.17,38.0,89.9,5.1,2299000,895.2
2026-02-16,Gurdaspur,Chikungunya,26,4,58,44.83,35.6,79.0,2.4,2299000,1789.9
2026-02-17,Gurdaspur,Chikungunya,20,2,71,28.17,34.8,74.2,2.6,2299000,2116.6
2026-02-18,Gurdaspur,Chikungunya,28,6,94,29.79,34.2,75.8,4.2,2299000,1545.7
2026-02-19,Gurdaspur,Chikungunya,23,2,53,43.4,34.6,80.7,5.0,2299000,1233.5
2026-02-20,Gurdaspur,Chikungunya,30,6,95,31.58,33.2,85.0,8.2,2299000,827.8
2026-02-21,Gurdaspur,Chikungunya,30,5,81,37.04,35.2,81.7,2.9,2299000,937.4
2026-02-22,Gurdaspur,Chikungunya,34,7,155,21.94,33.5,92.3,5.1,2299000,897.6
2026-02-23,Gurdaspur,Chikungunya,29,5,92,31.52,32.0,85.1,0.0,2299000,794.7
2026-02-24,Gurdaspur,Chikungunya,32,4,137,23.36,28.0,71.5,2.3,2299000,820.4
2026-02-25,Gurdaspur,Chikungunya,26,3,109,23.85,31.1,77.0,2.1,2299000,994.8
2026-02-26,Gurdaspur,Chikungunya,24,3,103,23.3,33.3,82.1,3.7,2299000,1157.9
2026-02-27,Gurdaspur,Chikungunya,22,2,91,24.18,32.0,71.1,4.5,2299000,2605.5
2026-02-28,Gurdaspur,Chikungunya,40,8,168,23.81,32.0,79.0,5.1,2299000,1361.3
2026-03-01,Gurdaspur,Chikungunya,44,7,190,23.16,34.4,81.5,2.0,2299000,2369.1
2026-03-02,Gurdaspur,Chikungunya,65,16,276,23.55,32.9,81.4,4.3,2299000,1213.9
2026-03-03,Gurdaspur,Chikungunya,59,8,157,37.58,34.4,74.2,5.6,2299000,1564.7
2026-03-04,Gurdaspur,Chikungunya,58,13,215,26.98,34.6,89.2,0.0,2299000,1898.8
2026-03-05,Gurdaspur,Chikungunya,87,12,432,20.14,35.7,82.3,6.1,2299000,2322.0
